,LotFrontage,MasVnrArea,GarageYrBlt,Alley,MasVnrType,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Electrical,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PoolQC,Fence,MiscFeature
544,58.0,0.0,2006.0,Grvl,None,Gd,Gd,Av,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
545,70.04995836802665,178.0,1988.0,Grvl,BrkFace,Gd,Gd,No,GLQ,LwQ,SBrkr,Gd,Attchd,Unf,TA,TA,missing,missing,missing
546,70.0,0.0,1950.0,Grvl,None,Gd,TA,No,Rec,Unf,FuseA,Gd,Detchd,Unf,TA,TA,missing,missing,missing
547,54.0,0.0,1987.0,Grvl,None,Gd,TA,Av,ALQ,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
548,49.0,0.0,1963.0,Grvl,None,TA,TA,No,LwQ,Rec,SBrkr,Gd,Detchd,RFn,TA,TA,missing,MnPrv,missing
549,75.0,0.0,2003.0,Grvl,None,Gd,TA,No,Unf,Unf,SBrkr,Gd,BuiltIn,Fin,TA,TA,missing,missing,missing
550,53.0,0.0,1977.0,Grvl,None,Gd,TA,No,ALQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
551,50.0,0.0,1957.0,Grvl,None,TA,TA,No,Rec,Unf,FuseA,Gd,Attchd,Fin,TA,TA,missing,missing,missing
552,87.0,250.0,2006.0,Grvl,Stone,Ex,TA,Av,Unf,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
553,67.0,0.0,2002.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Fin,TA,TA,missing,MnPrv,missing
554,85.0,292.0,2003.0,Grvl,BrkFace,Gd,TA,No,GLQ,Unf,SBrkr,Gd,BuiltIn,RFn,TA,TA,missing,missing,missing
555,58.0,0.0,1922.0,Grvl,None,TA,Fa,No,Unf,Unf,FuseA,Gd,Detchd,Unf,TA,TA,missing,missing,missing
556,69.0,0.0,1957.0,Grvl,None,TA,TA,No,Rec,Unf,FuseA,TA,Attchd,Fin,TA,TA,missing,MnWw,missing
557,60.0,0.0,1994.0,Grvl,None,TA,TA,No,Rec,Unf,SBrkr,Gd,CarPort,Unf,TA,TA,missing,missing,missing
558,57.0,0.0,1996.0,Grvl,None,Gd,TA,Gd,GLQ,Unf,SBrkr,TA,Attchd,Unf,TA,TA,missing,missing,missing
559,70.04995836802665,18.0,2003.0,Grvl,BrkFace,Gd,TA,Gd,Unf,Unf,SBrkr,TA,Attchd,Fin,TA,TA,missing,missing,missing
560,70.04995836802665,180.0,1957.0,Grvl,BrkFace,Gd,TA,No,ALQ,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
561,77.0,0.0,1975.0,Grvl,None,Gd,TA,Av,ALQ,LwQ,SBrkr,TA,Attchd,RFn,TA,TA,missing,missing,missing
562,63.0,0.0,1980.0,Grvl,None,TA,TA,No,BLQ,Unf,SBrkr,Gd,missing,missing,missing,missing,missing,missing,missing
563,66.0,0.0,1955.0,Grvl,None,Gd,TA,Mn,Unf,Unf,SBrkr,Gd,Detchd,Fin,TA,TA,missing,missing,missing
564,70.04995836802665,0.0,1992.0,Grvl,None,Gd,TA,No,GLQ,Unf,SBrkr,TA,Attchd,RFn,TA,TA,missing,missing,missing
565,66.0,0.0,1920.0,Grvl,None,Gd,TA,No,Unf,Unf,FuseF,Gd,Detchd,Unf,TA,TA,missing,missing,missing
566,77.0,245.0,2005.0,Grvl,BrkFace,Gd,Gd,No,Unf,Unf,SBrkr,Gd,BuiltIn,Fin,TA,TA,missing,missing,missing
567,70.0,168.0,2004.0,Grvl,BrkFace,Gd,TA,No,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
568,79.0,0.0,1983.0,Grvl,None,Gd,TA,Gd,GLQ,Unf,SBrkr,Gd,BuiltIn,Fin,Gd,TA,missing,missing,missing
569,70.04995836802665,0.0,1979.0,Grvl,None,Gd,TA,Gd,GLQ,Unf,SBrkr,TA,Detchd,Unf,TA,TA,missing,missing,missing
570,74.0,108.0,1987.0,Grvl,BrkFace,TA,TA,No,LwQ,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
571,60.0,207.0,1959.0,Grvl,BrkFace,TA,TA,No,BLQ,Unf,SBrkr,Gd,Attchd,Unf,TA,TA,missing,missing,missing
572,83.0,0.0,2009.0,Grvl,None,Ex,TA,Av,Unf,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
573,76.0,0.0,2000.0,Grvl,None,Gd,TA,No,Unf,Unf,SBrkr,TA,BuiltIn,RFn,TA,TA,missing,missing,missing
574,70.0,82.0,1971.0,Grvl,BrkFace,TA,TA,Av,ALQ,Unf,SBrkr,Gd,BuiltIn,Unf,TA,TA,missing,GdWo,missing
575,80.0,0.0,1947.0,Grvl,None,TA,TA,No,Rec,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
576,52.0,0.0,1928.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
577,96.0,97.0,1966.0,Grvl,BrkFace,TA,TA,Av,LwQ,ALQ,SBrkr,Fa,Attchd,RFn,TA,TA,missing,missing,missing
578,34.0,0.0,2007.0,Pave,None,Gd,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
579,81.0,335.0,1954.0,Grvl,BrkFace,TA,TA,No,Unf,Unf,FuseF,Gd,Attchd,Unf,Fa,TA,missing,missing,missing
580,70.04995836802665,85.0,1960.0,Grvl,BrkFace,TA,TA,No,BLQ,Rec,SBrkr,Gd,Attchd,Unf,TA,TA,missing,missing,missing
581,98.0,306.0,2009.0,Grvl,BrkFace,Ex,TA,No,Unf,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
582,81.0,104.0,1980.0,Grvl,BrkFace,Gd,TA,Av,GLQ,Unf,SBrkr,Gd,missing,missing,missing,missing,missing,missing,missing
583,75.0,0.0,1988.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,Gd,TA,missing,missing,missing
584,51.0,0.0,1935.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
585,88.0,208.0,2005.0,Grvl,BrkFace,Ex,TA,Gd,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
586,55.0,0.0,1961.0,Grvl,None,TA,Gd,Mn,Rec,ALQ,SBrkr,Gd,Detchd,Fin,TA,TA,missing,MnWw,missing
587,74.0,0.0,1996.0,Grvl,None,TA,TA,Av,ALQ,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
588,65.0,0.0,1968.0,Grvl,None,TA,TA,Gd,GLQ,Unf,SBrkr,Gd,Attchd,Unf,TA,TA,missing,missing,missing
589,50.0,0.0,1988.0,Grvl,None,TA,TA,No,Unf,Unf,FuseA,Gd,Detchd,Unf,TA,TA,missing,missing,Shed
590,64.0,0.0,2004.0,Grvl,None,Gd,TA,No,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
591,97.0,420.0,2008.0,Grvl,Stone,Ex,TA,Gd,GLQ,Unf,SBrkr,Gd,BuiltIn,RFn,TA,TA,missing,missing,missing
592,60.0,0.0,1985.0,Grvl,None,TA,Gd,No,GLQ,Unf,SBrkr,Gd,Detchd,Fin,TA,TA,missing,missing,missing
593,70.04995836802665,170.0,2003.0,Grvl,BrkFace,Gd,TA,Av,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
594,88.0,0.0,1981.0,Grvl,None,Gd,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,MnPrv,missing
595,69.0,238.0,2005.0,Grvl,BrkFace,Gd,TA,Gd,GLQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA,missing,missing,missing
596,60.0,0.0,1930.0,Grvl,None,TA,TA,No,Unf,Unf,FuseA,Gd,Detchd,Unf,TA,Fa,missing,missing,missing
597,53.0,72.0,2006.0,Grvl,BrkFace,Ex,TA,Av,Unf,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
598,80.0,459.0,1977.0,Grvl,BrkFace,Gd,TA,Mn,ALQ,LwQ,SBrkr,TA,Attchd,Fin,TA,TA,missing,missing,missing
599,24.0,0.0,1980.0,Grvl,None,Gd,TA,No,LwQ,GLQ,SBrkr,TA,Attchd,Fin,TA,TA,missing,GdPrv,missing
600,74.0,280.0,2003.0,Grvl,BrkFace,Gd,TA,Av,GLQ,Unf,SBrkr,Gd,BuiltIn,Fin,TA,TA,missing,missing,missing
601,50.0,0.0,1979.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
602,80.0,0.0,1992.0,Grvl,None,Gd,TA,Mn,GLQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA,missing,missing,missing
603,30.0,0.0,2004.0,Pave,None,Gd,TA,No,Unf,Unf,SBrkr,Gd,Detchd,RFn,TA,TA,missing,missing,missing
604,88.0,99.0,2002.0,Grvl,BrkFace,Gd,TA,Mn,GLQ,Unf,SBrkr,TA,Attchd,RFn,TA,TA,missing,missing,missing
605,85.0,176.0,1965.0,Grvl,BrkFace,TA,TA,No,BLQ,Unf,SBrkr,Fa,Attchd,Unf,TA,TA,missing,missing,missing
606,82.0,0.0,2000.0,Grvl,None,Gd,TA,No,GLQ,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,GdPrv,missing
607,78.0,0.0,1948.0,Grvl,None,TA,Gd,No,GLQ,Unf,SBrkr,Gd,Attchd,Unf,TA,TA,missing,missing,missing
608,78.0,0.0,1934.0,Grvl,None,Gd,TA,Mn,BLQ,Unf,SBrkr,Gd,Basment,Unf,TA,TA,missing,missing,missing
609,61.0,192.0,1961.0,Grvl,BrkCmn,TA,TA,Mn,Rec,Unf,SBrkr,Gd,Attchd,Unf,TA,TA,missing,missing,missing
610,70.04995836802665,204.0,2000.0,Grvl,BrkFace,Ex,TA,Mn,GLQ,Unf,SBrkr,Ex,Attchd,Fin,TA,TA,missing,missing,missing
611,70.04995836802665,233.0,1978.0,Grvl,BrkFace,Gd,TA,Av,ALQ,Unf,SBrkr,TA,Attchd,Unf,TA,TA,missing,MnPrv,Shed
612,70.04995836802665,108.0,2001.0,Grvl,BrkFace,Gd,TA,Av,GLQ,Unf,SBrkr,TA,BuiltIn,RFn,TA,TA,missing,missing,missing
613,70.0,0.0,1980.0,Grvl,None,Gd,TA,No,ALQ,Unf,SBrkr,Gd,missing,missing,missing,missing,missing,missing,missing
614,21.0,0.0,1980.0,Grvl,None,Gd,TA,Av,LwQ,GLQ,SBrkr,Gd,missing,missing,missing,missing,missing,missing,missing
615,80.0,156.0,1963.0,Grvl,BrkFace,TA,TA,Gd,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,MnPrv,missing
616,70.04995836802665,0.0,2002.0,Grvl,None,Gd,TA,No,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
617,59.0,0.0,1962.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
618,90.0,452.0,2007.0,Grvl,BrkFace,Ex,TA,Av,GLQ,Unf,SBrkr,Gd,Attchd,Unf,TA,TA,missing,missing,missing
619,85.0,226.0,2003.0,Grvl,Stone,Gd,TA,Gd,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
620,45.0,0.0,1980.0,Grvl,None,TA,TA,No,BLQ,Unf,FuseF,Gd,missing,missing,missing,missing,missing,missing,missing
621,90.0,0.0,1974.0,Grvl,None,TA,TA,No,ALQ,Rec,SBrkr,TA,Attchd,RFn,TA,TA,missing,missing,missing
622,71.0,153.0,1986.0,Grvl,BrkFace,TA,TA,No,BLQ,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
623,70.04995836802665,513.0,2000.0,Grvl,BrkFace,Gd,TA,No,GLQ,Unf,SBrkr,TA,Detchd,Unf,TA,TA,missing,missing,missing
624,80.0,288.0,1972.0,Grvl,None,TA,TA,No,Rec,Unf,SBrkr,TA,Attchd,RFn,TA,TA,missing,missing,missing
625,87.0,261.0,1962.0,Grvl,BrkFace,TA,TA,No,Unf,Unf,SBrkr,Gd,Attchd,Unf,TA,TA,missing,missing,missing
626,70.04995836802665,0.0,1960.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,TA,Attchd,RFn,TA,TA,missing,GdWo,Shed
627,80.0,164.0,1955.0,Grvl,BrkFace,TA,TA,Av,BLQ,LwQ,SBrkr,Gd,Basment,RFn,TA,TA,missing,missing,missing
628,70.0,192.0,1969.0,Grvl,BrkFace,Gd,TA,Av,Rec,Unf,SBrkr,TA,Attchd,Unf,TA,TA,missing,missing,missing
629,82.0,259.0,1964.0,Grvl,BrkFace,TA,TA,Gd,GLQ,Rec,SBrkr,Gd,Attchd,RFn,TA,TA,missing,GdPrv,missing
630,50.0,0.0,1937.0,Grvl,None,Fa,Fa,No,Unf,Unf,FuseA,Gd,Detchd,Unf,Fa,Po,missing,MnPrv,missing
631,34.0,108.0,2006.0,Grvl,Stone,Gd,Gd,Mn,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
632,85.0,209.0,1977.0,Grvl,BrkFace,TA,TA,No,ALQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA,missing,missing,missing
633,80.0,0.0,1954.0,Grvl,None,TA,TA,No,BLQ,LwQ,SBrkr,Gd,Attchd,Unf,TA,TA,missing,missing,missing
634,64.0,0.0,1980.0,Grvl,None,TA,TA,No,GLQ,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,GdPrv,Shed
635,60.0,0.0,1980.0,Pave,None,TA,Fa,No,LwQ,Unf,FuseA,Gd,missing,missing,missing,missing,missing,missing,missing
636,51.0,0.0,1980.0,Grvl,None,TA,Fa,No,Unf,Unf,FuseA,Po,missing,missing,missing,missing,missing,missing,missing
637,50.0,0.0,1954.0,Grvl,None,TA,TA,No,Unf,Unf,FuseA,Gd,BuiltIn,Unf,TA,TA,missing,missing,missing
638,67.0,0.0,1980.0,Grvl,None,Fa,TA,No,Unf,Unf,FuseA,Gd,missing,missing,missing,missing,missing,MnPrv,missing
639,53.0,0.0,2006.0,Grvl,None,Gd,Gd,Av,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
640,62.0,472.0,2003.0,Grvl,BrkFace,Ex,TA,Gd,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
641,70.04995836802665,0.0,2001.0,Grvl,None,Gd,TA,No,GLQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA,missing,missing,missing
642,75.0,0.0,1972.0,Grvl,None,Gd,TA,Gd,GLQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA,missing,MnPrv,missing
643,80.0,263.0,1969.0,Grvl,BrkFace,TA,TA,No,Rec,BLQ,SBrkr,Gd,Attchd,Fin,TA,TA,missing,GdWo,missing
644,85.0,162.0,2009.0,Grvl,Stone,Ex,TA,Mn,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
645,70.04995836802665,0.0,1979.0,Grvl,None,TA,TA,No,ALQ,LwQ,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
646,60.0,0.0,1950.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
647,85.0,216.0,1953.0,Grvl,Stone,TA,TA,Mn,Rec,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
648,70.0,351.0,1966.0,Grvl,BrkFace,TA,TA,No,Unf,Unf,SBrkr,TA,Attchd,Unf,TA,TA,missing,missing,missing
649,21.0,0.0,1980.0,Grvl,None,Gd,TA,Av,BLQ,GLQ,SBrkr,Gd,missing,missing,missing,missing,missing,MnPrv,missing
650,65.0,0.0,2007.0,Grvl,None,Gd,TA,No,Unf,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
651,60.0,0.0,1940.0,Grvl,None,TA,TA,Mn,Unf,Unf,SBrkr,Gd,Detchd,Unf,Fa,Po,missing,MnPrv,missing
652,70.0,0.0,1996.0,Grvl,None,Gd,TA,No,Unf,Unf,SBrkr,TA,Attchd,RFn,TA,TA,missing,missing,missing
653,60.0,0.0,1906.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,MnPrv,missing
654,91.0,660.0,1995.0,Grvl,BrkFace,Gd,TA,Gd,GLQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA,missing,missing,missing
655,21.0,381.0,1971.0,Grvl,BrkFace,TA,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
656,72.0,54.0,1959.0,Grvl,BrkFace,TA,TA,No,ALQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,MnPrv,missing
657,60.0,0.0,1931.0,Grvl,None,Gd,TA,No,Unf,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,MnPrv,missing
658,78.0,0.0,1948.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,Gd,Attchd,Unf,TA,TA,missing,missing,missing
659,75.0,0.0,1968.0,Grvl,None,TA,TA,No,BLQ,Unf,SBrkr,Gd,Detchd,Fin,TA,TA,missing,MnPrv,missing
660,70.04995836802665,233.0,1976.0,Grvl,BrkFace,Gd,TA,No,Unf,Unf,SBrkr,TA,Attchd,RFn,TA,TA,missing,missing,missing
661,52.0,528.0,1994.0,Grvl,BrkFace,Gd,Gd,No,GLQ,Rec,SBrkr,TA,Attchd,RFn,TA,TA,missing,missing,missing
662,120.0,216.0,1968.0,Grvl,BrkFace,Fa,Fa,No,Unf,Unf,SBrkr,TA,Attchd,RFn,TA,TA,missing,missing,missing
663,90.0,0.0,1974.0,Grvl,None,Gd,TA,Av,BLQ,Rec,SBrkr,Gd,Detchd,RFn,TA,TA,missing,MnPrv,missing
664,49.0,0.0,2005.0,Grvl,None,Ex,TA,Mn,GLQ,Unf,SBrkr,Ex,Attchd,Fin,TA,TA,missing,missing,missing
665,106.0,40.0,2000.0,Grvl,BrkFace,Gd,TA,No,Unf,Unf,SBrkr,TA,Attchd,RFn,TA,TA,missing,missing,missing
666,70.04995836802665,113.0,1965.0,Grvl,BrkCmn,Gd,TA,No,LwQ,Rec,SBrkr,Po,CarPort,Unf,TA,TA,missing,missing,missing
667,65.0,258.0,1994.0,Grvl,BrkFace,Gd,TA,No,GLQ,Unf,SBrkr,Fa,Attchd,RFn,TA,TA,missing,missing,missing
668,70.04995836802665,0.0,1999.0,Grvl,None,TA,TA,No,Rec,Unf,SBrkr,TA,Detchd,Unf,TA,TA,missing,missing,missing
669,80.0,0.0,1922.0,Grvl,None,Fa,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,TA,Fa,missing,missing,missing
670,64.0,0.0,2005.0,Grvl,None,Gd,TA,No,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
671,54.0,0.0,1930.0,Grvl,None,TA,TA,No,BLQ,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
672,70.04995836802665,0.0,1977.0,Grvl,None,Gd,TA,No,ALQ,Unf,SBrkr,TA,Attchd,RFn,TA,TA,missing,missing,missing
673,110.0,106.0,1957.0,Grvl,BrkFace,TA,TA,No,GLQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA,missing,missing,missing
674,80.0,0.0,1965.0,Grvl,None,TA,TA,No,Rec,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
675,24.0,0.0,1978.0,Grvl,None,TA,TA,No,ALQ,Unf,SBrkr,TA,Attchd,Unf,TA,TA,missing,missing,missing
676,60.0,0.0,1920.0,Grvl,None,TA,Fa,No,Unf,Unf,SBrkr,Gd,2Types,Unf,Fa,Fa,missing,missing,missing
677,52.0,0.0,1924.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,Fa,Fa,missing,missing,missing
678,80.0,464.0,2008.0,Grvl,Stone,Ex,TA,Mn,Unf,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
679,70.04995836802665,57.0,1963.0,Grvl,BrkFace,TA,TA,No,Rec,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
680,50.0,0.0,1980.0,Grvl,None,Gd,TA,No,BLQ,BLQ,SBrkr,TA,Attchd,RFn,TA,TA,missing,missing,missing
681,55.0,0.0,1968.0,Pave,None,TA,TA,No,Rec,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
682,70.04995836802665,0.0,1996.0,Grvl,None,Gd,TA,Mn,GLQ,Unf,SBrkr,Gd,Attchd,Unf,TA,TA,missing,missing,missing
683,90.0,215.0,2002.0,Grvl,Stone,Gd,TA,Av,GLQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA,missing,missing,missing
684,58.0,30.0,1998.0,Grvl,BrkFace,Gd,TA,No,Unf,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
685,70.04995836802665,0.0,1984.0,Grvl,None,Gd,TA,Mn,GLQ,LwQ,SBrkr,TA,Attchd,Fin,TA,TA,missing,missing,missing
686,84.0,0.0,2007.0,Grvl,None,Gd,TA,No,Unf,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
687,70.04995836802665,0.0,2004.0,Grvl,None,Gd,TA,No,GLQ,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
688,60.0,0.0,2007.0,Grvl,BrkFace,Gd,TA,Av,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
689,61.0,256.0,2005.0,Grvl,Stone,Gd,TA,Av,ALQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
690,70.04995836802665,147.0,2004.0,Grvl,BrkFace,Gd,TA,Gd,GLQ,Unf,SBrkr,TA,Attchd,RFn,TA,TA,missing,missing,missing
691,104.0,1170.0,1994.0,Grvl,BrkFace,Ex,TA,Gd,GLQ,Unf,SBrkr,Ex,Attchd,Fin,TA,TA,missing,missing,missing
692,42.0,293.0,1989.0,Grvl,BrkFace,Gd,TA,Gd,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
693,60.0,0.0,1968.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
694,51.0,0.0,1995.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,MnPrv,missing
695,54.0,72.0,1987.0,Grvl,BrkFace,Gd,Gd,No,GLQ,LwQ,SBrkr,TA,Attchd,Unf,TA,TA,missing,missing,missing
696,50.0,0.0,1921.0,Grvl,None,TA,TA,No,LwQ,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
697,57.0,0.0,1952.0,Grvl,None,Ex,Gd,Mn,LwQ,ALQ,FuseA,Gd,Detchd,Unf,TA,TA,missing,missing,missing
698,65.0,0.0,1973.0,Grvl,None,TA,TA,No,GLQ,BLQ,SBrkr,Gd,Detchd,Unf,TA,TA,missing,MnPrv,missing
699,59.0,0.0,2004.0,Pave,None,Gd,TA,Mn,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
700,85.0,630.0,2002.0,Grvl,BrkFace,Ex,TA,Gd,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
701,80.0,168.0,1969.0,Grvl,BrkFace,TA,TA,No,Unf,Unf,SBrkr,Gd,Attchd,Unf,TA,TA,missing,missing,missing
702,82.0,466.0,2006.0,Grvl,BrkFace,Ex,Gd,No,Unf,Unf,SBrkr,Gd,BuiltIn,Fin,TA,TA,missing,missing,missing
703,76.0,0.0,1999.0,Grvl,None,Gd,TA,No,Unf,Unf,SBrkr,Po,Detchd,Unf,TA,TA,missing,MnPrv,missing
704,70.0,109.0,2004.0,Grvl,BrkFace,Gd,TA,Av,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
705,70.0,0.0,1980.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,Gd,missing,missing,missing,missing,missing,missing,Othr
706,70.04995836802665,351.0,1971.0,Grvl,Stone,Gd,TA,Gd,GLQ,Unf,SBrkr,TA,Attchd,Unf,TA,TA,missing,missing,missing
707,48.0,176.0,2006.0,Grvl,BrkFace,Gd,TA,No,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
708,65.0,0.0,2007.0,Grvl,None,Gd,TA,Av,Unf,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
709,70.04995836802665,41.0,1966.0,Grvl,BrkCmn,TA,TA,No,Unf,Unf,SBrkr,Gd,Attchd,Unf,TA,TA,missing,MnPrv,missing
710,56.0,0.0,1980.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,Gd,missing,missing,missing,missing,missing,missing,missing
711,66.0,0.0,1964.0,Pave,None,TA,TA,Mn,Unf,Unf,SBrkr,Gd,Detchd,RFn,TA,TA,missing,missing,missing
712,40.0,0.0,1988.0,Grvl,None,Gd,TA,Mn,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
713,60.0,160.0,1970.0,Grvl,BrkFace,TA,TA,Av,ALQ,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
714,70.04995836802665,289.0,1976.0,Grvl,BrkFace,TA,TA,No,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
715,78.0,174.0,1974.0,Grvl,BrkFace,Gd,TA,No,Unf,Unf,SBrkr,TA,Attchd,RFn,TA,TA,missing,MnPrv,missing
716,60.0,0.0,1996.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
717,80.0,0.0,1973.0,Grvl,None,Gd,TA,No,BLQ,Unf,SBrkr,Fa,Attchd,Unf,TA,TA,missing,MnPrv,missing
718,96.0,651.0,1993.0,Grvl,BrkFace,Gd,TA,Gd,GLQ,Unf,SBrkr,TA,Attchd,RFn,TA,TA,missing,missing,missing
719,69.0,0.0,1969.0,Grvl,None,Gd,TA,Gd,ALQ,Unf,SBrkr,Po,Attchd,Unf,TA,TA,missing,missing,missing
720,70.04995836802665,0.0,1985.0,Grvl,None,Gd,TA,Gd,GLQ,Unf,SBrkr,TA,Attchd,RFn,TA,TA,missing,missing,missing
721,70.04995836802665,169.0,2004.0,Grvl,BrkFace,Gd,TA,Av,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
722,70.0,0.0,1994.0,Grvl,None,TA,TA,No,ALQ,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
723,60.0,0.0,1958.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
724,86.0,340.0,2007.0,Grvl,Stone,Ex,TA,No,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
